/Volumes/FAT32_FORMA/Thesis/short_video/frames/video1_xuxin_vs_zhangjike_kuwait_2015/frame_00089.jpg
s_index: 89 	f_index: 1201 	Manhattan norm: 3596606.59813 	Per pixel: 15.6102716933
s_index: 89 	f_index: 1202 	Manhattan norm: 3629771.77393 	Per pixel: 15.7542177688
s_index: 89 	f_index: 1203 	Manhattan norm: 4001665.50498 	Per pixel: 17.3683398654
s_index: 89 	f_index: 1204 	Manhattan norm: 4248757.96168 	Per pixel: 18.4407897643
s_index: 89 	f_index: 1205 	Manhattan norm: 4116290.59815 	Per pixel: 17.86584461
s_index: 89 	f_index: 1206 	Manhattan norm: 4237602.15044 	Per pixel: 18.3923704446
s_index: 89 	f_index: 1207 	Manhattan norm: 4213590.2945 	Per pixel: 18.2881523199
s_index: 89 	f_index: 1208 	Manhattan norm: 4327087.69031 	Per pixel: 18.7807625448
s_index: 89 	f_index: 1209 	Manhattan norm: 4390544.35799 	Per pixel: 19.0561821093
s_index: 89 	f_index: 1210 	Manhattan norm: 4340451.45942 	Per pixel: 18.8387650149
s_index: 89 	f_index: 1211 	Manhattan norm: 4399460.66948 	Per pixel: 19.0948813779
s_index: 89 	f_index: 1212 	Manhattan norm: 4503505.65896 	Per pixel: 19.5464655337
s_index: 89 	f_index: 1213 	Manhattan norm: 4434196.7489 	Per pixel: 19.2456456115
s_index: 89 	f_index: 1214 	Manhattan norm: 4415837.60891 	Per pixel: 19.1659618442
s_index: 89 	f_index: 1215 	Manhattan norm: 4444297.87304 	Per pixel: 19.2894872962
s_index: 89 	f_index: 1216 	Manhattan norm: 4375811.75499 	Per pixel: 18.9922385199
s_index: 89 	f_index: 1217 	Manhattan norm: 4381066.0528 	Per pixel: 19.0150436319
s_index: 89 	f_index: 1218 	Manhattan norm: 4470723.88605 	Per pixel: 19.4041835332
s_index: 89 	f_index: 1219 	Manhattan norm: 4493778.55366 	Per pixel: 19.5042471947
s_index: 89 	f_index: 1220 	Manhattan norm: 4595291.25 	Per pixel: 19.9448404948
s_index: 89 	f_index: 1221 	Manhattan norm: 4586335.20942 	Per pixel: 19.9059687909
s_index: 89 	f_index: 1222 	Manhattan norm: 4539686.20332 	Per pixel: 19.7034991463
s_index: 89 	f_index: 1223 	Manhattan norm: 4593488.22644 	Per pixel: 19.9370148717
s_index: 89 	f_index: 1224 	Manhattan norm: 4497273.78927 	Per pixel: 19.5194174881
s_index: 89 	f_index: 1225 	Manhattan norm: 18944919.4265 	Per pixel: 82.2262127884
s_index: 89 	f_index: 1226 	Manhattan norm: 19108771.4415 	Per pixel: 82.9373760482
s_index: 89 	f_index: 1227 	Manhattan norm: 19116755.1044 	Per pixel: 82.9720273629
s_index: 89 	f_index: 1228 	Manhattan norm: 19267374.8169 	Per pixel: 83.6257587537
s_index: 89 	f_index: 1229 	Manhattan norm: 15608783.4926 	Per pixel: 67.7464561309
s_index: 89 	f_index: 1230 	Manhattan norm: 14894008.1757 	Per pixel: 64.6441327068
s_index: 89 	f_index: 1231 	Manhattan norm: 14562200.3648 	Per pixel: 63.2039946389
